Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y
380.txt,5,2,1.54,4.76,0.0875,9,61,19,40,19,86,24,50,24,0.58,0.48,0.31,0.2,0.6,0.55,61,39,39.1,39.7,0.71,0.78,4.65,6.58,0.92,25.09,0.8,0.73,8.07,2.01,0.22,0.81,0.12,0.02,0.14,86,9,15,10,9,2,2,1,8,9.5556,9.5556,8.6,1.1111,1.6667,1.1111,0.2,0.2222,1,0.2222,0.1111,0.1,0.8889,0.8,1
228.txt,20,3,1.48,4.63,0,22,140,69,96,65,244,105,140,98,0.57,0.7,0.49,0.55,13.09,2.56,140,40,41.6,39.4,0.57,0.81,6.34,8.96,0.9,23.62,0.69,0.73,23.27,3.41,0.23,0.66,0.04,0.01,0.05,240,22,33,29,22,8,6,10,22,10.9091,10.9091,8.2759,1.3182,1.5,1.3182,0.2759,0.3636,1,0.2727,0.4545,0.3448,1,0.7586,1
479.txt,16,3,1.34,4.31,0.0216,27,113,46,81,46,197,70,116,70,0.59,0.6,0.41,0.44,7.11,1.89,113,38,38.9,37.6,0.57,0.76,5.69,8.05,0.89,21.81,0.7,0.75,20.25,3.18,0.23,0.64,0.08,0.03,0.11,197,27,34,28,26,3,2,4,14,7.2963,7.5769,7.0357,1.037,1.3077,1.0769,0.1071,0.1154,0.963,0.0769,0.1538,0.1429,0.5385,0.5,1
183.txt,3,2,1.59,4.61,0,5,34,14,26,14,52,17,32,17,0.62,0.53,0.41,0.8,3.2,1.26,34,32,33,33.2,0.65,0.64,3.33,4.71,0.89,15.96,0.81,1,5,1.58,0.16,0.76,0.06,0,0.06,52,5,6,5,5,0,0,2,4,10.4,10.4,10.4,1,1.2,1,0,0,1,0,0.4,0.4,0.8,0.8,1
421.txt,15,2,1.58,4.64,0.0366,23,132,56,94,56,205,74,127,74,0.62,0.58,0.42,0.54,10.81,2.32,132,42,42.4,40.6,0.64,0.84,6.52,9.22,0.92,27.95,0.74,0.73,19.7,3.14,0.21,0.8,0.12,0.02,0.13,205,23,31,25,23,2,2,2,18,8.913,8.913,8.2,1.087,1.3478,1.087,0.08,0.087,1,0.087,0.087,0.08,0.7826,0.72,1
195.txt,3,2,1.75,4.63,0,6,40,19,32,17,58,23,36,21,0.62,0.58,0.47,0.5,1.5,0.87,40,34,35.9,34.2,0.69,0.68,3.71,5.25,0.91,19.27,0.89,0.67,2.67,1.15,0.11,0.93,0.06,0,0.06,56,6,6,5,5,0,0,2,7,9.3333,11.2,11.2,0.8333,1.2,1,0,0,0.8333,0,0.4,0.4,1.4,1.4,1
267.txt,15,4,1.33,4.31,0.0242,29,143,57,96,56,275,108,163,106,0.59,0.65,0.4,0.4,9.28,2.15,143,36,38.2,37.5,0.52,0.75,6.1,8.62,0.88,20.95,0.59,0.63,22.74,3.37,0.22,0.51,0.12,0.02,0.13,275,29,49,37,30,7,7,8,27,9.4828,9.1667,7.4324,1.2759,1.6333,1.2333,0.1892,0.2333,1.0345,0.2333,0.2667,0.2162,0.9,0.7297,1
485.txt,17,3,1.58,4.88,0.0621,23,123,56,82,54,186,87,117,85,0.63,0.73,0.46,0.43,6.43,1.79,123,42,41.4,38.3,0.66,0.8,6.38,9.02,0.92,28.68,0.7,0.57,11.43,2.39,0.17,0.72,0.13,0.03,0.15,186,23,30,27,23,3,3,3,16,8.087,8.087,6.8889,1.1739,1.3043,1.1739,0.1111,0.1304,1,0.1304,0.1304,0.1111,0.6957,0.5926,1
483.txt,28,3,1.51,4.46,0.1378,30,131,55,92,55,251,83,155,83,0.62,0.54,0.42,0.39,6.24,1.77,131,38,39.1,37.9,0.52,0.78,5.85,8.27,0.88,20.39,0.59,0.63,16.49,2.87,0.17,0.58,0.08,0.01,0.09,251,30,40,35,30,6,6,9,21,8.3667,8.3667,7.1714,1.1667,1.3333,1.1667,0.1714,0.2,1,0.2,0.3,0.2571,0.7,0.6,1
285.txt,19,2,1.51,4.49,0.0048,17,137,55,94,52,240,90,134,83,0.56,0.62,0.4,0.5,7.5,1.94,137,44,40.4,40.4,0.57,0.8,6.25,8.84,0.9,23.27,0.7,0.8,19.2,3.1,0.18,0.68,0.07,0.01,0.08,235,17,31,23,16,8,5,4,23,13.8235,14.6875,10.2174,1.3529,1.9375,1.4375,0.3478,0.5,0.9412,0.3125,0.25,0.1739,1.4375,1,1
60.txt,12,4,1.47,4.59,0.0463,22,124,56,91,55,234,101,145,100,0.62,0.69,0.45,0.55,12.6,2.51,124,35,39.2,38.3,0.53,0.74,5.73,8.11,0.88,20.35,0.63,0.71,21.43,3.27,0.21,0.5,0.11,0.03,0.14,234,22,30,27,24,3,3,5,21,10.6364,9.75,8.6667,1.2273,1.25,1.125,0.1111,0.125,1.0909,0.125,0.2083,0.1852,0.875,0.7778,1
343.txt,18,3,1.53,4.77,0.0208,21,118,49,80,45,213,83,127,79,0.6,0.62,0.42,0.48,7.26,1.91,118,36,38.6,39,0.55,0.75,5.72,8.09,0.89,21.14,0.63,0.74,17.06,2.92,0.18,0.63,0.09,0,0.09,211,21,30,22,21,2,2,6,28,10.0476,10.0476,9.5909,1.0476,1.4286,1.0476,0.0909,0.0952,1,0.0952,0.2857,0.2727,1.3333,1.2727,1
250.txt,18,3,1.4,4.21,0.021,21,97,38,66,35,172,56,101,53,0.59,0.52,0.39,0.19,0.93,0.68,97,37,39,37.2,0.56,0.71,5.23,7.4,0.89,20.09,0.65,0.48,6.26,1.77,0.13,0.65,0.2,0.01,0.21,171,21,30,28,21,7,6,9,23,8.1429,8.1429,6.1071,1.3333,1.4286,1.3333,0.25,0.3333,1,0.2857,0.4286,0.3214,1.0952,0.8214,1
325.txt,26,5,1.41,4.29,0.0482,30,162,76,111,72,342,134,189,127,0.55,0.67,0.47,0.39,7.84,1.98,162,36,39,39,0.47,0.77,6.19,8.76,0.87,19.79,0.59,0.61,18.84,3.07,0.16,0.56,0.13,0.01,0.14,338,30,48,37,29,9,5,12,39,11.2667,11.6552,9.1351,1.2333,1.6552,1.2759,0.2432,0.3103,0.9667,0.1724,0.4138,0.3243,1.3448,1.0541,1
148.txt,30,5,1.37,4.16,0.07,29,146,65,104,61,322,94,177,88,0.55,0.5,0.45,0.34,4.78,1.55,146,34,37.3,37.6,0.45,0.72,5.75,8.14,0.86,18.31,0.59,0.68,19.12,3.09,0.16,0.55,0.07,0.02,0.08,322,29,38,35,30,7,7,17,30,11.1034,10.7333,9.2,1.2069,1.2667,1.1667,0.2,0.2333,1.0345,0.2333,0.5667,0.4857,1,0.8571,1
405.txt,15,3,1.49,4.72,0.0421,25,129,46,92,43,239,83,141,76,0.59,0.54,0.36,0.26,2.56,1.13,129,36,39.1,40.1,0.54,0.79,5.9,8.34,0.89,21.12,0.65,0.64,16.03,2.83,0.18,0.64,0.09,0.01,0.1,233,25,36,27,25,3,3,6,18,9.32,9.32,8.6296,1.08,1.44,1.08,0.1111,0.12,1,0.12,0.24,0.2222,0.72,0.6667,1
21.txt,10,2,1.54,4.74,0.0306,11,73,31,47,29,108,43,60,41,0.56,0.68,0.42,0.45,4.05,1.42,73,37,39.8,38.5,0.68,0.79,4.97,7.02,0.92,24.31,0.78,0.7,9.8,2.21,0.23,0.81,0.05,0,0.05,108,11,18,12,12,1,1,4,9,9.8182,9,9,1.0909,1.5,1,0.0833,0.0833,1.0909,0.0833,0.3333,0.3333,0.75,0.75,1
29.txt,9,2,1.49,4.74,0,8,59,21,40,21,83,23,46,23,0.55,0.5,0.36,0.38,1.92,0.98,59,38,39.4,37.6,0.71,0.76,4.58,6.48,0.92,24.85,0.87,1,13,2.55,0.28,0.81,0.02,0,0.02,83,8,12,10,8,2,2,2,6,10.375,10.375,8.3,1.25,1.5,1.25,0.2,0.25,1,0.25,0.25,0.2,0.75,0.6,1
492.txt,5,2,1.54,4.82,0.0513,10,67,25,47,24,88,30,56,29,0.64,0.52,0.37,0.46,5.54,1.66,67,38,41.1,39.7,0.76,0.76,5.05,7.14,0.94,31.93,0.84,0.73,13.88,2.63,0.34,0.91,0.12,0,0.12,88,10,20,15,10,4,4,3,10,8.8,8.8,5.8667,1.5,2,1.5,0.2667,0.4,1,0.4,0.3,0.2,1,0.6667,1
50.txt,5,2,1.57,4.8,0.025,8,66,29,42,27,88,34,50,32,0.57,0.64,0.44,0.71,7.14,1.89,66,38,42.1,41.9,0.75,0.76,4.97,7.04,0.94,30.26,0.84,0.93,12.07,2.46,0.26,0.79,0.02,0.04,0.06,86,8,11,8,8,0,0,3,4,10.75,10.75,10.75,1,1.375,1,0,0,1,0,0.375,0.375,0.5,0.5,1
147.txt,22,3,1.49,4.49,0,27,117,61,86,59,205,97,126,93,0.61,0.74,0.52,0.35,4.57,1.51,117,40,39.8,39.7,0.57,0.81,5.78,8.17,0.89,21.94,0.68,0.51,9.76,2.21,0.15,0.74,0.11,0.02,0.13,201,27,35,30,27,3,3,6,23,7.4444,7.4444,6.7,1.1111,1.2963,1.1111,0.1,0.1111,1,0.1111,0.2222,0.2,0.8519,0.7667,1
249.txt,15,4,1.48,4.67,0,24,116,42,77,41,194,66,113,65,0.58,0.58,0.36,0.53,8.53,2.07,116,42,42.2,39.9,0.6,0.82,5.89,8.33,0.9,23.43,0.68,0.77,17.63,2.97,0.2,0.61,0.11,0.05,0.16,194,24,28,30,23,8,8,5,18,8.0833,8.4348,6.4667,1.25,1.2174,1.3043,0.2667,0.3478,0.9583,0.3478,0.2174,0.1667,0.7826,0.6,1
475.txt,31,3,1.38,4.24,0.0261,34,196,90,140,88,338,128,188,126,0.56,0.67,0.46,0.36,7.14,1.89,196,39,43.1,39.9,0.58,0.82,7.54,10.66,0.91,27.02,0.74,0.5,14,2.65,0.15,0.83,0.11,0.01,0.12,336,34,42,39,34,5,5,7,31,9.8824,9.8824,8.6154,1.1471,1.2353,1.1471,0.1282,0.1471,1,0.1471,0.2059,0.1795,0.9118,0.7949,1
30.txt,7,3,1.4,4.29,0.0426,11,73,30,46,27,109,44,60,41,0.55,0.68,0.41,0.53,5.26,1.62,73,38,38.3,36.5,0.67,0.75,4.94,6.99,0.91,23.84,0.77,0.79,11.84,2.43,0.25,0.71,0.1,0.02,0.12,107,11,16,13,11,2,2,2,14,9.7273,9.7273,8.2308,1.1818,1.4545,1.1818,0.1538,0.1818,1,0.1818,0.1818,0.1538,1.2727,1.0769,1
54.txt,5,2,1.57,4.8,0.025,8,66,29,42,27,88,34,50,32,0.57,0.64,0.44,0.71,7.14,1.89,66,38,41.7,43,0.75,0.76,4.97,7.04,0.94,30.26,0.84,0.93,12.07,2.46,0.26,0.79,0.02,0.04,0.06,86,8,11,8,8,0,0,3,4,10.75,10.75,10.75,1,1.375,1,0,0,1,0,0.375,0.375,0.5,0.5,1
41.txt,7,2,1.53,4.59,0,9,48,13,30,13,78,17,45,17,0.58,0.38,0.27,0.42,2.08,1.02,48,34,35,32.3,0.62,0.68,3.84,5.43,0.89,16.98,0.67,0.58,4.08,1.43,0.16,0.7,0.13,0.02,0.16,78,9,9,8,7,2,1,1,9,8.6667,11.1429,9.75,0.8889,1.2857,1.1429,0.25,0.2857,0.7778,0.1429,0.1429,0.125,1.2857,1.125,1
370.txt,24,3,1.52,4.45,0,28,173,80,127,76,319,135,189,130,0.59,0.69,0.46,0.52,12.52,2.5,173,36,40.5,40.6,0.54,0.79,6.85,9.69,0.89,23.59,0.67,0.7,22.26,3.34,0.17,0.63,0.07,0.02,0.09,317,28,37,30,27,3,3,6,31,11.3214,11.7407,10.5667,1.0714,1.3704,1.1111,0.1,0.1111,0.9643,0.1111,0.2222,0.2,1.1481,1.0333,1
34.txt,5,2,1.55,4.61,0,8,47,20,33,19,68,25,45,24,0.66,0.53,0.43,0.6,3.6,1.34,47,37,37.1,33.2,0.69,0.74,4.03,5.7,0.91,20.93,0.73,0.7,4.9,1.57,0.16,0.77,0.09,0,0.09,68,8,8,8,7,1,1,1,9,8.5,9.7143,8.5,1,1.1429,1.1429,0.125,0.1429,0.875,0.1429,0.1429,0.125,1.2857,1.125,1
318.txt,5,2,1.49,4.59,0.1087,7,76,35,51,33,101,42,59,40,0.58,0.68,0.46,0.57,4.57,1.51,76,40,42.6,43.3,0.75,0.84,5.35,7.56,0.94,32.53,0.86,0.79,8.64,2.08,0.19,0.87,0.08,0.03,0.12,99,7,13,11,7,3,2,3,9,14.1429,14.1429,9,1.5714,1.8571,1.5714,0.2727,0.4286,1,0.2857,0.4286,0.2727,1.2857,0.8182,1
179.txt,16,4,1.44,4.33,0.0183,23,113,49,78,48,226,86,126,84,0.56,0.67,0.43,0.45,8.1,2.01,113,35,38.5,35.8,0.5,0.73,5.32,7.52,0.87,18.41,0.62,0.7,19.6,3.13,0.22,0.55,0.06,0.02,0.08,227,24,34,28,23,6,6,7,20,9.4583,9.8696,8.1071,1.1667,1.4783,1.2174,0.2143,0.2609,0.9583,0.2609,0.3043,0.25,0.8696,0.7143,1
251.txt,5,2,1.63,5.28,0,7,38,15,26,14,48,17,29,16,0.6,0.55,0.39,0.5,2,1,38,38,38,38,0.79,0.79,3.88,5.48,0.94,27.86,0.9,0.88,6.12,1.75,0.24,0.89,0.03,0.03,0.07,48,7,8,7,7,1,1,1,3,6.8571,6.8571,6.8571,1,1.1429,1,0.1429,0.1429,1,0.1429,0.1429,0.1429,0.4286,0.4286,1
221.txt,2,2,1.42,4.43,0,6,49,11,30,11,63,12,33,12,0.52,0.36,0.22,0.36,1.79,0.94,49,39,40.3,38.9,0.78,0.78,4.37,6.17,0.94,29.66,0.91,0.79,8.64,2.08,0.33,1,0.15,0.03,0.18,63,6,13,8,6,3,1,2,4,10.5,10.5,7.875,1.3333,2.1667,1.3333,0.375,0.5,1,0.1667,0.3333,0.25,0.6667,0.5,1
93.txt,3,2,1.5,4.38,0,7,38,13,24,13,54,17,30,17,0.56,0.57,0.34,0.6,3.6,1.34,38,35,35.9,35,0.7,0.7,3.66,5.17,0.91,19.67,0.8,0.9,8.1,2.01,0.3,0.72,0.07,0,0.07,54,7,8,7,7,0,0,2,5,7.7143,7.7143,7.7143,1,1.1429,1,0,0,1,0,0.2857,0.2857,0.7143,0.7143,1
204.txt,16,2,1.57,4.56,0,21,109,57,75,54,184,96,118,93,0.64,0.79,0.52,0.25,2,1,109,38,39.9,39.8,0.59,0.77,5.68,8.04,0.9,22.56,0.64,0.44,6.12,1.75,0.12,0.7,0.03,0,0.03,182,21,26,23,21,2,1,7,10,8.6667,8.6667,7.913,1.0952,1.2381,1.0952,0.087,0.0952,1,0.0476,0.3333,0.3043,0.4762,0.4348,1
266.txt,19,3,1.38,4.44,0.0222,21,111,37,72,36,195,58,107,57,0.55,0.53,0.33,0.13,0.53,0.52,111,34,39.6,41.6,0.57,0.77,5.62,7.95,0.89,21.43,0.67,0.57,9.63,2.19,0.16,0.72,0.07,0.01,0.07,195,21,25,24,21,4,4,6,22,9.2857,9.2857,8.125,1.1429,1.1905,1.1429,0.1667,0.1905,1,0.1905,0.2857,0.25,1.0476,0.9167,1
14.txt,4,3,1.38,3.96,0.0309,9,63,25,44,24,102,32,54,31,0.53,0.57,0.4,0.54,3.77,1.37,63,39,36.3,34.6,0.62,0.73,4.41,6.24,0.9,19.28,0.81,0.77,7.69,1.96,0.19,0.87,0.13,0.02,0.15,102,9,11,10,8,2,2,2,12,11.3333,12.75,10.2,1.1111,1.375,1.25,0.2,0.25,0.8889,0.25,0.25,0.2,1.5,1.2,1
346.txt,4,2,1.6,4.97,0,11,52,25,36,23,76,35,47,33,0.62,0.7,0.48,0.4,1.6,0.89,52,33,37.2,35.9,0.68,0.66,4.22,5.96,0.91,21.46,0.77,0.6,3.6,1.34,0.13,0.82,0.09,0,0.09,76,11,8,9,9,0,0,2,9,6.9091,8.4444,8.4444,0.8182,0.8889,1,0,0,0.8182,0,0.2222,0.2222,1,1,1
145.txt,28,3,1.36,4.47,0.0177,36,150,70,111,67,309,125,195,120,0.63,0.62,0.47,0.22,2.42,1.1,150,35,39.2,40.2,0.49,0.78,6.03,8.53,0.87,19.75,0.57,0.4,8,2,0.1,0.63,0.13,0.02,0.15,307,36,49,43,36,8,7,10,36,8.5278,8.5278,7.1395,1.1944,1.3611,1.1944,0.186,0.2222,1,0.1944,0.2778,0.2326,1,0.8372,1
320.txt,3,2,1.48,4.72,0,7,44,19,31,19,66,34,46,34,0.7,0.74,0.43,0.5,3,1.22,44,32,36,34.4,0.67,0.64,3.83,5.42,0.9,18.8,0.67,0.75,6.75,1.84,0.2,0.62,0.04,0,0.04,66,7,7,6,6,1,1,3,4,9.4286,11,11,0.8571,1.1667,1,0.1667,0.1667,0.8571,0.1667,0.5,0.5,0.6667,0.6667,1
89.txt,5,2,1.55,4.66,0,6,55,27,39,26,70,33,46,31,0.66,0.67,0.49,0.7,4.9,1.57,55,41,41.3,40.4,0.79,0.82,4.65,6.57,0.94,32.5,0.85,0.8,6.4,1.79,0.17,0.83,0.13,0,0.13,70,6,11,10,6,4,4,1,9,11.6667,11.6667,7,1.6667,1.8333,1.6667,0.4,0.6667,1,0.6667,0.1667,0.1,1.5,0.9,1
90.txt,8,2,1.4,4.46,0,10,52,26,37,25,84,30,46,29,0.55,0.63,0.5,0.67,5.33,1.63,52,33,34.4,31.1,0.62,0.66,4.01,5.67,0.89,17.78,0.8,0.92,10.08,2.25,0.24,0.8,0.09,0,0.09,84,10,13,12,10,2,2,1,8,8.4,8.4,7,1.2,1.3,1.2,0.1667,0.2,1,0.2,0.1,0.0833,0.8,0.6667,1
123.txt,21,4,1.63,4.84,0.0246,29,105,40,74,40,217,77,136,77,0.63,0.57,0.38,0.3,3.6,1.34,105,33,37.7,37.3,0.48,0.72,5.04,7.13,0.87,17.32,0.54,0.53,11.03,2.35,0.15,0.54,0.04,0,0.04,217,29,36,32,29,3,3,6,23,7.4828,7.4828,6.7812,1.1034,1.2414,1.1034,0.0938,0.1034,1,0.1034,0.2069,0.1875,0.7931,0.7188,1
438.txt,20,3,1.42,4.45,0,23,131,54,91,52,257,100,149,96,0.58,0.64,0.41,0.32,4.45,1.49,131,37,40.2,37.5,0.51,0.74,5.78,8.17,0.88,19.84,0.61,0.68,20.45,3.2,0.2,0.55,0.07,0.01,0.08,253,23,38,29,23,8,7,4,25,11,11,8.7241,1.2609,1.6522,1.2609,0.2759,0.3478,1,0.3043,0.1739,0.1379,1.087,0.8621,1
1.txt,25,4,1.41,4.4,0,28,196,89,140,83,352,151,204,140,0.58,0.69,0.45,0.45,13.64,2.61,196,31,42.2,42.2,0.56,0.8,7.39,10.45,0.9,25.5,0.69,0.68,30.68,3.92,0.22,0.65,0.07,0.02,0.1,350,28,52,45,29,16,12,7,32,12.5,12.069,7.7778,1.6071,1.7931,1.5517,0.3556,0.5517,1.0357,0.4138,0.2414,0.1556,1.1034,0.7111,1
86.txt,8,3,1.42,4.36,0.0146,11,89,37,57,34,147,55,82,52,0.56,0.63,0.42,0.43,4.35,1.47,89,40,38.1,38.3,0.61,0.77,5.19,7.34,0.9,21.55,0.7,0.83,15.7,2.8,0.23,0.65,0.06,0,0.06,145,11,23,17,12,5,5,2,12,13.1818,12.0833,8.5294,1.5455,1.9167,1.4167,0.2941,0.4167,1.0909,0.4167,0.1667,0.1176,1,0.7059,1
334.txt,3,2,1.47,4.56,0,9,69,38,49,38,107,49,62,49,0.58,0.79,0.55,0.6,7.2,1.9,69,35,38.4,38.6,0.64,0.76,4.72,6.67,0.91,21.61,0.79,0.65,8.45,2.06,0.21,0.82,0.16,0.05,0.21,107,9,16,14,10,5,4,3,13,11.8889,10.7,7.6429,1.5556,1.6,1.4,0.3571,0.5,1.1111,0.4,0.3,0.2143,1.3,0.9286,1
329.txt,13,3,1.68,4.97,0,14,99,44,64,40,145,64,84,59,0.58,0.7,0.44,0.68,11.56,2.4,99,40,41.3,40.4,0.68,0.83,5.81,8.22,0.92,28.19,0.76,0.84,17.64,2.97,0.25,0.7,0.07,0.04,0.11,143,14,22,20,15,4,4,2,14,10.2143,9.5333,7.15,1.4286,1.4667,1.3333,0.2,0.2667,1.0714,0.2667,0.1333,0.1,0.9333,0.7,1
187.txt,9,3,1.39,4.34,0,10,62,24,40,23,104,34,56,31,0.54,0.55,0.39,0.6,5.4,1.64,62,39,36.3,35.7,0.6,0.72,4.3,6.08,0.89,18.11,0.71,0.87,11.27,2.37,0.23,0.62,0.07,0,0.07,105,11,13,11,10,1,1,3,11,9.5455,10.5,9.5455,1,1.3,1.1,0.0909,0.1,0.9091,0.1,0.3,0.2727,1.1,1,1
262.txt,5,3,1.43,4.39,0.1111,8,44,18,29,18,74,28,42,28,0.57,0.67,0.41,0.33,1,0.71,44,28,34.4,29.6,0.59,0.56,3.62,5.11,0.88,15.48,0.69,0.67,4,1.41,0.14,0.71,0.07,0,0.07,74,8,10,8,8,0,0,1,7,9.25,9.25,9.25,1,1.25,1,0,0,1,0,0.125,0.125,0.875,0.875,1
465.txt,19,5,1.59,4.76,0.005,27,103,41,74,40,213,83,134,82,0.63,0.61,0.4,0.24,2.44,1.1,103,37,37.7,37.6,0.48,0.75,4.99,7.06,0.86,17.18,0.55,0.46,8.8,2.1,0.14,0.54,0.1,0.01,0.1,213,27,31,29,27,3,3,5,20,7.8889,7.8889,7.3448,1.0741,1.1481,1.0741,0.1034,0.1111,1,0.1111,0.1852,0.1724,0.7407,0.6897,1
359.txt,8,4,1.46,4.72,0.0149,14,76,26,51,26,144,50,84,50,0.58,0.6,0.34,0.43,5.63,1.68,76,37,37.8,34.9,0.53,0.7,4.48,6.33,0.87,16.78,0.61,0.73,16.13,2.84,0.26,0.46,0.12,0.01,0.13,144,14,24,21,15,6,5,2,15,10.2857,9.6,6.8571,1.5,1.6,1.4,0.2857,0.4,1.0714,0.3333,0.1333,0.0952,1,0.7143,1
125.txt,24,5,1.39,4.18,0.0144,33,137,52,97,50,287,110,173,108,0.6,0.62,0.38,0.26,3.13,1.25,137,40,36.5,37.4,0.48,0.76,5.72,8.09,0.87,18.81,0.56,0.63,18.28,3.02,0.17,0.47,0.1,0.02,0.12,288,34,40,33,32,2,2,7,24,8.4706,9,8.7273,0.9706,1.25,1.0312,0.0606,0.0625,0.9412,0.0625,0.2188,0.2121,0.75,0.7273,1
474.txt,11,2,1.37,4.25,0.0261,17,103,43,70,42,165,57,90,54,0.55,0.6,0.42,0.34,4.11,1.43,103,39,41.3,41,0.62,0.77,5.67,8.02,0.91,24.03,0.78,0.57,11.43,2.39,0.22,0.9,0.08,0.06,0.13,165,17,32,21,17,7,6,7,14,9.7059,9.7059,7.8571,1.2353,1.8824,1.2353,0.3333,0.4118,1,0.3529,0.4118,0.3333,0.8235,0.6667,1
356.txt,14,3,1.45,4.3,0.0538,27,157,72,106,68,292,124,163,116,0.56,0.71,0.46,0.44,11.46,2.39,157,34,40.8,39.7,0.54,0.78,6.5,9.19,0.89,22.55,0.65,0.58,19.59,3.13,0.21,0.72,0.08,0.04,0.12,286,27,42,38,26,10,7,6,36,10.5926,11,7.5263,1.4074,1.6154,1.4615,0.2632,0.3846,0.963,0.2692,0.2308,0.1579,1.3846,0.9474,1
352.txt,9,2,1.56,4.88,0.0455,8,87,40,55,36,116,52,71,48,0.61,0.68,0.46,0.58,6.37,1.78,87,39,43.5,43,0.75,0.83,5.71,8.08,0.94,34.11,0.77,0.79,11.84,2.43,0.21,0.77,0.07,0.03,0.1,114,8,14,13,9,3,2,3,9,14.25,12.6667,8.7692,1.625,1.5556,1.4444,0.2308,0.3333,1.125,0.2222,0.3333,0.2308,1,0.6923,1
416.txt,16,4,1.33,4.02,0,29,124,45,81,44,251,82,145,81,0.58,0.56,0.36,0.3,3.84,1.39,124,30,37.8,37,0.49,0.79,5.53,7.83,0.87,18.8,0.56,0.41,7.36,1.92,0.12,0.62,0.1,0.03,0.13,251,29,37,37,30,7,7,7,22,8.6552,8.3667,6.7838,1.2759,1.2333,1.2333,0.1892,0.2333,1.0345,0.2333,0.2333,0.1892,0.7333,0.5946,1
226.txt,13,2,1.36,4.65,0.0365,16,81,25,52,24,147,40,81,39,0.55,0.48,0.31,0.23,2.02,1.01,81,37,36.9,36.1,0.55,0.69,4.72,6.68,0.88,18.15,0.64,0.5,10,2.24,0.25,0.82,0.09,0,0.09,147,16,28,25,16,9,8,4,22,9.1875,9.1875,5.88,1.5625,1.75,1.5625,0.36,0.5625,1,0.5,0.25,0.16,1.375,0.88,1
252.txt,7,2,1.61,4.98,0,8,68,35,49,33,100,49,63,47,0.63,0.75,0.51,0.42,2.08,1.02,68,42,39.8,34.2,0.68,0.78,4.81,6.8,0.92,23.88,0.78,0.75,6.75,1.84,0.14,0.77,0.05,0,0.05,98,8,10,8,8,1,1,3,5,12.25,12.25,12.25,1,1.25,1,0.125,0.125,1,0.125,0.375,0.375,0.625,0.625,1
402.txt,1,4,1.47,4.79,0.1053,4,27,9,18,9,40,14,24,14,0.6,0.58,0.33,0.33,0.33,0.41,27,27,27,27,0.68,0.68,3.02,4.27,0.89,15.04,0.75,1,3,1.22,0.12,0.79,0.12,0.08,0.21,40,4,4,3,4,0,0,3,6,10,10,13.3333,0.75,1,0.75,0,0,1,0,0.75,1,1.5,2,1
289.txt,5,2,1.53,4.78,0,8,84,35,53,30,103,40,59,35,0.57,0.59,0.42,0.55,6.05,1.74,84,46,45.1,44.7,0.82,0.9,5.85,8.28,0.96,45.75,0.9,0.85,14.45,2.69,0.29,0.9,0.08,0.05,0.14,99,8,19,14,9,2,2,2,10,12.375,11,7.0714,1.75,2.1111,1.5556,0.1429,0.2222,1.125,0.2222,0.2222,0.1429,1.1111,0.7143,1
335.txt,14,3,1.38,4.32,0,22,95,41,63,39,139,53,77,51,0.55,0.66,0.43,0.57,6.86,1.85,95,36,40.9,38.9,0.68,0.79,5.7,8.06,0.92,27.78,0.82,0.95,19.05,3.09,0.26,0.76,0.08,0.04,0.12,139,22,16,18,19,0,0,2,13,6.3182,7.3158,7.7222,0.8182,0.8421,0.9474,0,0,0.8636,0,0.1053,0.1111,0.6842,0.7222,1
375.txt,26,4,1.52,4.65,0.0077,31,154,73,116,68,284,105,172,100,0.61,0.58,0.47,0.32,4.79,1.55,154,41,41.1,39.5,0.54,0.79,6.46,9.14,0.89,22.64,0.67,0.6,16.68,2.89,0.16,0.69,0.12,0,0.12,280,31,40,30,31,3,3,11,28,9.0323,9.0323,9.3333,0.9677,1.2903,0.9677,0.1,0.0968,1,0.0968,0.3548,0.3667,0.9032,0.9333,1
74.txt,17,3,1.53,4.85,0.0255,24,132,51,85,49,223,88,132,85,0.59,0.64,0.39,0.4,6.4,1.79,132,36,41,40.4,0.59,0.77,6.25,8.84,0.9,24.22,0.64,0.78,24.02,3.47,0.23,0.58,0.07,0.01,0.08,223,24,38,31,24,7,7,2,21,9.2917,9.2917,7.1935,1.2917,1.5833,1.2917,0.2258,0.2917,1,0.2917,0.0833,0.0645,0.875,0.6774,1
308.txt,23,3,1.44,4.32,0.0138,23,137,68,100,64,244,98,144,93,0.59,0.65,0.5,0.45,10.87,2.33,137,38,39.8,36.6,0.56,0.71,6.2,8.77,0.9,22.74,0.69,0.62,20.55,3.21,0.23,0.75,0.1,0.01,0.1,242,23,44,35,23,11,9,5,32,10.5217,10.5217,6.9143,1.5217,1.913,1.5217,0.3143,0.4783,1,0.3913,0.2174,0.1429,1.3913,0.9143,1
