 numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
1.36,4.14,0.0644,0.54,0.5,5.49,7.76,0.87,18.91,0.61,0.61,17.04,2.92,0.22,0.55,0.11,0.02,0.12,5
1.62,4.77,0.0814,0.61,0.51,6.64,9.38,0.88,21.95,0.61,0.67,24,3.46,0.18,0.53,0.11,0.01,0.13,5
1.42,4.29,0.1508,0.55,0.62,5.35,7.57,0.9,22.56,0.76,0.81,17.93,2.99,0.27,0.7,0.11,0.01,0.12,5
1.55,4.67,0.1604,0.56,0.61,6.66,9.42,0.91,26.25,0.72,0.72,22.35,3.34,0.23,0.7,0.12,0.01,0.13,5
1.44,4.54,0.2913,0.57,0.6,5.06,7.16,0.9,21.02,0.72,0.75,15.75,2.81,0.26,0.71,0.12,0.01,0.14,5
1.49,4.66,0.1414,0.58,0.67,5.06,7.15,0.92,24.47,0.77,0.88,13.24,2.57,0.23,0.71,0.17,0,0.17,5
1.51,4.3,0.2711,0.51,0.5,5.29,7.48,0.87,18.47,0.54,0.58,10.94,2.34,0.17,0.58,0.09,0.03,0.12,5
1.49,4.43,0.1705,0.52,0.65,4.55,6.43,0.91,21.02,0.76,0.88,12.25,2.47,0.27,0.65,0.2,0,0.2,5
1.54,4.53,0.0781,0.58,0.58,6.23,8.82,0.9,23.62,0.66,0.55,11.61,2.41,0.16,0.7,0.14,0.01,0.14,5
1.47,4.61,0.115,0.58,0.68,5.44,7.69,0.92,26.48,0.78,0.85,14.45,2.69,0.23,0.76,0.16,0,0.16,5
1.38,4.25,0.0708,0.49,0.49,5.54,7.83,0.87,18.61,0.57,0.6,14.4,2.68,0.19,0.58,0.12,0.02,0.14,5
1.38,4.29,0.125,0.54,0.67,5.01,7.09,0.92,24.11,0.82,0.95,17.05,2.92,0.3,0.71,0.18,0,0.18,5
1.4,4.24,0.1839,0.51,0.66,4.59,6.5,0.91,21.86,0.78,0.93,13.07,2.56,0.29,0.67,0.16,0,0.16,5
1.43,4.22,0.1649,0.52,0.67,4.94,6.99,0.91,23.84,0.82,0.94,14.06,2.65,0.26,0.77,0.16,0,0.16,5
1.47,4.56,0.1036,0.5,0.57,5.95,8.41,0.9,22.58,0.75,0.78,24.98,3.53,0.3,0.7,0.11,0.02,0.13,5
1.43,4.29,0.1444,0.51,0.65,4.6,6.5,0.91,21.38,0.76,0.93,13.07,2.56,0.27,0.62,0.2,0,0.2,5
1.38,4.23,0.1569,0.56,0.65,4.97,7.03,0.91,22.83,0.77,0.78,10.89,2.33,0.22,0.74,0.15,0,0.15,5
1.46,4.6,0.1509,0.57,0.68,5.29,7.49,0.92,26.14,0.78,0.77,13.14,2.56,0.25,0.78,0.13,0,0.13,5
1.47,4.52,0.1466,0.52,0.64,5.17,7.31,0.91,22.91,0.81,0.95,19.05,3.09,0.29,0.77,0.14,0,0.14,5
1.49,4.5,0.168,0.55,0.65,5.4,7.63,0.91,24.33,0.79,0.95,18.05,3,0.25,0.73,0.12,0,0.12,5
1.45,4.44,0.1792,0.52,0.59,5.87,8.31,0.9,23.25,0.79,0.82,23.06,3.4,0.27,0.75,0.16,0.01,0.17,5
1.36,4.35,0.0609,0.49,0.41,6.82,9.64,0.86,19.42,0.59,0.47,26.13,3.61,0.21,0.67,0.13,0.03,0.16,5
1.36,4.05,0.1387,0.53,0.6,5.16,7.29,0.9,21.1,0.75,0.74,14.81,2.72,0.25,0.67,0.19,0.03,0.22,5
1.44,4.39,0.086,0.56,0.56,7.06,9.98,0.9,24.85,0.72,0.74,28.7,3.79,0.22,0.71,0.16,0.03,0.2,5
1.42,4.28,0.0751,0.53,0.57,5.61,7.93,0.89,21.28,0.68,0.74,17.06,2.92,0.22,0.65,0.12,0.01,0.13,5
1.42,4.44,0.0751,0.52,0.56,8.1,11.46,0.9,27.36,0.78,0.74,43.13,4.64,0.27,0.78,0.14,0.05,0.19,5
1.31,3.89,0.0782,0.42,0.42,5.32,7.52,0.85,16.66,0.58,0.68,17.79,2.98,0.19,0.51,0.1,0,0.1,5
1.5,4.49,0.1488,0.53,0.59,4.99,7.06,0.89,20.14,0.75,0.81,13.76,2.62,0.22,0.71,0.14,0,0.14,5
1.46,4.43,0.1283,0.57,0.39,6.68,9.44,0.85,18.83,0.5,0.5,26.75,3.66,0.17,0.48,0.1,0.01,0.11,5
1.46,4.49,0.1013,0.53,0.51,4.9,6.93,0.87,17.59,0.64,0.64,11.57,2.41,0.19,0.64,0.14,0.01,0.15,5
1.54,4.61,0.163,0.58,0.66,4.78,6.77,0.91,22.83,0.8,0.82,11.53,2.4,0.23,0.77,0.15,0.02,0.17,5
1.41,4.11,0.2213,0.47,0.43,5.18,7.32,0.85,16.58,0.52,0.56,15.19,2.76,0.2,0.58,0.1,0.01,0.11,5
1.46,4.27,0.0842,0.46,0.47,5.01,7.09,0.86,16.92,0.66,0.79,20.48,3.2,0.25,0.56,0.11,0.01,0.12,5
1.4,4.26,0.1366,0.43,0.39,4.93,6.98,0.84,15.38,0.54,0.5,9.5,2.18,0.14,0.53,0.1,0,0.1,5
1.41,4.25,0.1758,0.51,0.63,4.48,6.34,0.9,19.93,0.75,0.88,12.25,2.47,0.27,0.68,0.15,0,0.15,5
1.4,4.2,0.0945,0.53,0.48,6.79,9.6,0.88,21.11,0.64,0.63,30.78,3.92,0.23,0.61,0.12,0.03,0.15,5
1.41,4.13,0.1928,0.51,0.66,4.5,6.36,0.91,21.61,0.79,0.93,12.07,2.46,0.28,0.67,0.21,0,0.21,5
1.45,4.48,0.0663,0.52,0.54,7.33,10.36,0.9,24.57,0.72,0.73,37.16,4.31,0.27,0.73,0.12,0.03,0.15,5
1.35,3.87,0.0912,0.47,0.38,5.73,8.11,0.84,16.85,0.53,0.6,23.4,3.42,0.18,0.47,0.12,0.01,0.13,5
1.45,4.41,0.1477,0.51,0.64,4.5,6.36,0.9,20.66,0.76,0.88,12.25,2.47,0.28,0.65,0.18,0,0.18,5
1.48,4.6,0.1111,0.53,0.56,6.56,9.28,0.9,23.43,0.71,0.74,27.38,3.7,0.25,0.71,0.1,0.01,0.11,5
1.4,4.22,0.1609,0.49,0.65,4.52,6.4,0.91,21.06,0.77,0.93,13.07,2.56,0.29,0.65,0.17,0,0.17,5
1.41,4.33,0.0476,0.55,0.48,7.06,9.98,0.88,21.84,0.64,0.7,44.1,4.7,0.27,0.55,0.08,0.02,0.1,5
1.41,4.31,0.1494,0.53,0.63,4.38,6.19,0.9,19.6,0.76,0.89,14.22,2.67,0.31,0.65,0.16,0,0.16,5
1.51,4.5,0.1416,0.54,0.62,5.14,7.26,0.9,22.02,0.72,0.78,10.89,2.33,0.19,0.67,0.12,0,0.12,5
1.52,4.52,0.1508,0.52,0.61,5.29,7.49,0.9,22.06,0.77,0.81,16.96,2.91,0.27,0.7,0.15,0.03,0.18,5
1.47,4.41,0.126,0.54,0.6,5.09,7.2,0.9,20.84,0.73,0.83,12.5,2.5,0.19,0.68,0.14,0,0.14,5
1.43,4.4,0.1111,0.52,0.65,5.72,8.08,0.92,25.84,0.78,0.91,19.17,3.1,0.27,0.72,0.13,0.04,0.16,5
1.5,4.42,0.0591,0.46,0.41,4.93,6.97,0.84,15.58,0.55,0.68,16.89,2.91,0.18,0.48,0.12,0.01,0.14,5
1.4,4.42,0.0957,0.55,0.6,6.46,9.13,0.91,24.99,0.8,0.83,29.17,3.82,0.27,0.78,0.16,0.01,0.16,5
1.57,4.67,0.1417,0.56,0.63,5.51,7.79,0.91,23.57,0.74,0.84,17.64,2.97,0.24,0.65,0.11,0.01,0.13,5
1.45,4.46,0.1398,0.52,0.63,4.5,6.37,0.9,20.27,0.75,0.81,10.56,2.3,0.25,0.69,0.17,0,0.17,5
1.43,4.31,0.2291,0.44,0.47,5.14,7.26,0.86,17.18,0.64,0.7,14.7,2.71,0.2,0.6,0.12,0,0.12,5
1.39,4.14,0.1566,0.44,0.48,5.29,7.47,0.87,17.78,0.63,0.62,12.97,2.55,0.19,0.63,0.15,0,0.15,5
1.42,4.35,0.152,0.51,0.62,5.12,7.24,0.9,21.76,0.8,0.83,15.7,2.8,0.27,0.77,0.14,0,0.14,5
1.38,4.26,0.0795,0.51,0.53,7.79,11.01,0.89,24.97,0.74,0.66,36.45,4.27,0.25,0.75,0.13,0.02,0.15,5
1.51,4.53,0.1118,0.53,0.5,6.58,9.3,0.88,21.32,0.65,0.66,28.9,3.8,0.24,0.62,0.13,0.02,0.15,5
1.46,4.37,0.0842,0.5,0.52,5.39,7.62,0.88,19.11,0.71,0.87,22.53,3.36,0.24,0.62,0.1,0.01,0.11,5
1.45,4.39,0.1753,0.56,0.68,5.01,7.09,0.92,24.68,0.84,0.94,15.06,2.74,0.26,0.79,0.15,0,0.15,5
1.44,4.41,0.1477,0.53,0.64,4.5,6.36,0.9,20.66,0.77,0.89,14.22,2.67,0.31,0.67,0.15,0,0.15,5
1.46,4.36,0.0824,0.47,0.56,5.93,8.39,0.89,22.07,0.72,0.66,16.45,2.87,0.24,0.76,0.17,0.03,0.2,5
1.34,4.18,0.0683,0.49,0.42,8.5,12.03,0.87,22.66,0.63,0.63,64.22,5.67,0.26,0.61,0.08,0.02,0.1,5
1.37,4.2,0.0341,0.5,0.23,6.93,9.8,0.8,16.65,0.35,0.35,46.8,4.84,0.15,0.31,0.06,0.02,0.08,5
1.48,4.68,0.1615,0.57,0.67,5.75,8.14,0.92,26.97,0.78,0.86,20.57,3.21,0.28,0.73,0.13,0,0.13,5
1.45,4.32,0.0949,0.5,0.56,5.59,7.9,0.89,20.89,0.66,0.71,15.61,2.79,0.22,0.61,0.09,0.02,0.11,5
1.48,4.49,0.2083,0.57,0.66,4.88,6.9,0.91,23.05,0.81,0.88,13.24,2.57,0.24,0.75,0.16,0.02,0.18,5
1.34,4.06,0.1104,0.47,0.51,5.3,7.5,0.87,18.56,0.65,0.69,16.46,2.87,0.23,0.66,0.09,0,0.09,5
1.41,4.17,0.0924,0.45,0.43,5.84,8.26,0.86,18.09,0.59,0.53,15.29,2.77,0.18,0.55,0.13,0.01,0.14,5
1.37,4.33,0.0781,0.52,0.54,7.17,10.14,0.89,24.16,0.76,0.69,32.49,4.03,0.25,0.76,0.12,0.04,0.17,5
1.6,4.86,0.2051,0.57,0.7,5.64,7.98,0.93,28.85,0.86,0.95,17.05,2.92,0.24,0.83,0.15,0,0.15,5
1.44,4.34,0.1478,0.49,0.44,5.01,7.09,0.85,16.44,0.53,0.61,12.12,2.46,0.16,0.49,0.11,0.01,0.12,5
1.48,4.51,0.1383,0.53,0.67,4.88,6.9,0.91,23.57,0.8,0.95,19.05,3.09,0.36,0.67,0.14,0.02,0.16,5
1.41,4.43,0.0543,0.5,0.5,7.05,9.98,0.88,22.29,0.71,0.76,42.38,4.6,0.28,0.68,0.14,0.02,0.16,5
1.55,4.6,0.0985,0.52,0.63,5.53,7.82,0.91,23.84,0.78,0.83,16.67,2.89,0.25,0.76,0.16,0,0.16,5
1.4,4.42,0.0514,0.47,0.42,5.18,7.33,0.85,16.37,0.54,0.6,14.88,2.73,0.17,0.53,0.13,0.01,0.13,5
1.54,4.61,0.1034,0.51,0.49,6.21,8.78,0.88,20.21,0.62,0.57,13.22,2.57,0.14,0.65,0.13,0.01,0.15,5
1.38,4.39,0.0431,0.54,0.5,7.35,10.39,0.89,23.07,0.66,0.62,32.66,4.04,0.23,0.67,0.13,0.02,0.15,5
1.42,4.25,0.1429,0.51,0.66,4.62,6.53,0.91,21.8,0.78,0.94,14.06,2.65,0.3,0.67,0.16,0,0.16,5
1.43,4.33,0.0764,0.49,0.45,7.25,10.25,0.87,21.27,0.64,0.59,30.73,3.92,0.21,0.71,0.09,0.02,0.11,5
1.46,4.42,0.1168,0.55,0.62,5.53,7.82,0.91,23.56,0.78,0.81,16.96,2.91,0.24,0.74,0.12,0.02,0.14,5
1.44,4.33,0.1538,0.51,0.66,5.44,7.69,0.92,25.46,0.8,0.84,13.47,2.6,0.23,0.77,0.17,0,0.17,5
1.5,4.64,0.0793,0.53,0.48,8.2,11.6,0.88,23.85,0.65,0.65,46.25,4.81,0.22,0.65,0.15,0.01,0.16,5
1.47,4.37,0.0944,0.51,0.51,5.42,7.67,0.87,18.85,0.63,0.7,14.7,2.71,0.18,0.58,0.1,0,0.1,5
1.42,4.34,0.1705,0.52,0.65,4.57,6.46,0.91,21.43,0.76,0.88,12.25,2.47,0.27,0.67,0.18,0,0.18,5
1.46,4.57,0.2913,0.58,0.6,5.06,7.16,0.9,21.02,0.71,0.75,15.75,2.81,0.26,0.72,0.13,0.01,0.15,5
1.26,4.07,0.0406,0.51,0.44,10.19,14.41,0.88,25.75,0.67,0.64,84.12,6.49,0.24,0.74,0.14,0.02,0.16,5
1.48,4.41,0.1024,0.44,0.58,5.5,7.78,0.89,21.38,0.71,0.72,12.96,2.55,0.23,0.68,0.11,0.03,0.14,5
1.45,4.45,0.0802,0.54,0.57,5.4,7.63,0.89,20.66,0.69,0.68,14.23,2.67,0.21,0.68,0.17,0.02,0.19,5
1.5,4.47,0.1067,0.49,0.5,4.66,6.6,0.87,16.68,0.62,0.62,11.17,2.36,0.21,0.57,0.12,0,0.12,5
1.36,4.22,0.1844,0.52,0.65,5.83,8.25,0.92,26.29,0.83,0.83,16.67,2.89,0.24,0.8,0.17,0.02,0.2,5
1.47,4.35,0.0941,0.52,0.56,5.51,7.79,0.89,20.62,0.74,0.87,23.52,3.43,0.27,0.68,0.09,0.01,0.1,5
1.43,4.42,0.1079,0.55,0.61,5.42,7.66,0.9,22.57,0.78,0.76,16.69,2.89,0.25,0.76,0.14,0.03,0.17,5
1.53,4.44,0.1401,0.51,0.44,5.42,7.66,0.86,17.36,0.56,0.63,15.16,2.75,0.16,0.5,0.09,0,0.09,5
1.36,4,0.1116,0.34,0.35,4.71,6.66,0.82,14.38,0.53,0.4,6.72,1.83,0.14,0.58,0.08,0.01,0.09,5
1.39,4.08,0.1092,0.54,0.62,5.09,7.2,0.9,22.03,0.75,0.7,11.13,2.36,0.22,0.74,0.17,0,0.17,5
1.43,4.41,0.1648,0.51,0.66,4.71,6.67,0.91,22.54,0.79,0.95,17.05,2.92,0.35,0.65,0.15,0,0.15,5
1.36,4.21,0.0799,0.53,0.52,6.97,9.85,0.89,22.86,0.63,0.55,22.41,3.35,0.21,0.61,0.13,0.04,0.17,5
1.4,4.33,0.1204,0.53,0.64,4.86,6.87,0.91,21.83,0.81,0.88,13.24,2.57,0.24,0.75,0.18,0,0.18,5
1.43,4.36,0.1573,0.52,0.66,4.62,6.53,0.91,21.8,0.78,0.94,15.06,2.74,0.31,0.67,0.16,0,0.16,5
1.38,4.33,0.1287,0.55,0.64,4.77,6.74,0.91,21.56,0.77,0.89,15.21,2.76,0.28,0.72,0.13,0,0.13,5
1.52,4.51,0.1155,0.52,0.55,7.66,10.84,0.9,25.76,0.76,0.75,37.31,4.32,0.25,0.74,0.13,0.03,0.17,5
1.33,4.18,0.1043,0.5,0.56,6.31,8.92,0.9,23.12,0.75,0.71,22.76,3.37,0.26,0.76,0.1,0,0.1,5
1.37,4.26,0.0476,0.54,0.48,6.73,9.52,0.88,21.18,0.65,0.74,45.38,4.76,0.29,0.53,0.07,0.02,0.09,5
1.49,4.57,0.1354,0.57,0.65,4.85,6.86,0.91,22.64,0.75,0.81,13.76,2.62,0.27,0.69,0.16,0.02,0.17,5
1.53,4.52,0.0601,0.54,0.52,7.13,10.09,0.89,23.52,0.72,0.78,38.11,4.37,0.24,0.64,0.12,0.03,0.15,5
1.38,4.22,0.1461,0.52,0.64,4.48,6.33,0.9,20.29,0.76,0.89,15.21,2.76,0.33,0.64,0.16,0,0.16,5
1.58,4.56,0.1301,0.54,0.57,4.82,6.81,0.89,18.87,0.67,0.87,11.27,2.37,0.16,0.63,0.13,0,0.13,5
1.34,4.18,0.0872,0.5,0.45,8.43,11.92,0.88,23.24,0.66,0.62,53.21,5.16,0.24,0.7,0.09,0.04,0.13,5
1.48,4.4,0.0922,0.53,0.57,5.02,7.1,0.89,19.56,0.72,0.8,16,2.83,0.24,0.67,0.12,0.01,0.13,5
1.47,4.46,0.1046,0.55,0.6,5.51,7.79,0.9,22.41,0.77,0.79,21.44,3.27,0.29,0.72,0.17,0,0.17,5
1.46,4.39,0.0734,0.46,0.42,5.61,7.94,0.85,17.3,0.57,0.61,16.57,2.88,0.16,0.5,0.13,0.01,0.14,5
1.45,4.5,0.0723,0.55,0.49,8.12,11.48,0.89,24.22,0.66,0.64,43.16,4.65,0.22,0.6,0.15,0.03,0.18,5
1.44,4.28,0.1771,0.49,0.61,4.8,6.79,0.9,20.6,0.72,0.76,9.94,2.23,0.22,0.66,0.15,0,0.15,5
1.38,4.29,0.125,0.54,0.67,5.01,7.09,0.92,24.11,0.82,0.95,17.05,2.92,0.3,0.71,0.18,0,0.18,5
1.44,4.36,0.0951,0.5,0.43,8.26,11.68,0.87,22.47,0.66,0.58,54.7,5.23,0.26,0.68,0.11,0.02,0.14,5
1.48,4.54,0.0714,0.53,0.45,6.85,9.69,0.87,20.61,0.63,0.72,42.45,4.61,0.24,0.59,0.1,0.01,0.1,5
1.48,4.48,0.1281,0.54,0.51,6.53,9.23,0.88,21.56,0.66,0.67,26.67,3.65,0.22,0.61,0.11,0.01,0.12,5
1.45,4.13,0.0931,0.43,0.44,5.13,7.25,0.85,16.57,0.62,0.61,13.92,2.64,0.19,0.56,0.15,0.03,0.19,5
1.42,4.36,0.1533,0.52,0.64,5.74,8.12,0.91,25.1,0.81,0.82,14.73,2.71,0.21,0.8,0.18,0,0.18,5
1.49,4.61,0.1447,0.52,0.56,5.31,7.52,0.89,20.38,0.66,0.69,12.46,2.5,0.2,0.64,0.14,0,0.14,5
1.46,4.32,0.1437,0.47,0.42,5.82,8.23,0.86,17.79,0.58,0.68,24.45,3.5,0.2,0.52,0.09,0.01,0.1,5
1.41,4.28,0.2156,0.52,0.58,5.61,7.94,0.9,21.99,0.73,0.87,22.53,3.36,0.27,0.6,0.12,0.04,0.17,5
1.49,4.5,0.1414,0.5,0.5,6.47,9.15,0.88,21.04,0.68,0.71,31.23,3.95,0.26,0.65,0.09,0.02,0.11,5
1.45,4.39,0.1029,0.48,0.55,5.86,8.29,0.89,21.51,0.72,0.75,18,3,0.22,0.66,0.13,0.04,0.17,5
1.47,4.43,0.1523,0.47,0.42,5.61,7.93,0.85,17.33,0.5,0.58,18.13,3.01,0.19,0.4,0.08,0.01,0.08,5
1.51,4.49,0.058,0.53,0.42,5,7.07,0.85,15.91,0.49,0.64,16.03,2.83,0.16,0.39,0.08,0.01,0.09,5
1.5,4.56,0.1404,0.56,0.67,5.38,7.6,0.92,25.71,0.83,0.87,17.39,2.95,0.28,0.82,0.11,0.01,0.12,5
1.5,4.39,0.0746,0.55,0.55,6.23,8.81,0.89,22.39,0.69,0.77,26.27,3.62,0.24,0.62,0.07,0.01,0.09,5
1.6,4.92,0.1849,0.58,0.67,5.46,7.72,0.92,25.86,0.82,0.89,14.22,2.67,0.21,0.78,0.16,0,0.16,5
1.58,4.77,0.0659,0.55,0.53,7.66,10.84,0.9,25.09,0.7,0.8,45.76,4.78,0.25,0.59,0.11,0.02,0.13,5
1.38,4.16,0.0714,0.5,0.43,6.2,8.77,0.86,18.76,0.57,0.57,23.35,3.42,0.2,0.51,0.14,0.04,0.18,5
1.47,4.57,0.042,0.53,0.41,7.96,11.26,0.87,21.47,0.57,0.62,47.43,4.87,0.2,0.54,0.09,0.03,0.12,5
1.45,4.41,0.1287,0.52,0.65,4.92,6.96,0.91,22.93,0.81,0.93,13.07,2.56,0.24,0.75,0.15,0.02,0.17,5
1.49,4.5,0.2,0.54,0.69,4.9,6.93,0.92,24.68,0.82,0.92,11.08,2.35,0.22,0.73,0.25,0,0.25,5
1.49,4.64,0.1255,0.55,0.42,7.43,10.51,0.87,20.82,0.52,0.48,24.81,3.52,0.15,0.53,0.1,0.01,0.12,5
1.43,4.37,0.1532,0.58,0.65,5.46,7.72,0.91,24.96,0.8,0.73,13.88,2.63,0.24,0.82,0.15,0,0.15,5
1.31,4.18,0.096,0.45,0.38,4.52,6.39,0.83,14.27,0.5,0.54,10.31,2.27,0.15,0.48,0.07,0,0.07,5
1.5,4.71,0.1441,0.55,0.66,5.27,7.45,0.91,24.65,0.81,0.83,15.7,2.8,0.27,0.81,0.11,0,0.11,5
1.42,4.31,0.1262,0.53,0.65,4.92,6.96,0.91,22.5,0.81,0.9,16.2,2.85,0.29,0.73,0.15,0.02,0.16,5
1.32,3.85,0.1097,0.45,0.38,4.45,6.3,0.83,14.13,0.5,0.58,10.45,2.29,0.14,0.44,0.11,0,0.11,5
1.47,4.31,0.0856,0.51,0.53,5.59,7.9,0.88,19.95,0.65,0.59,11.28,2.38,0.17,0.65,0.18,0.01,0.19,5
1.43,4.33,0.0892,0.53,0.56,5.56,7.86,0.89,20.95,0.69,0.76,19.88,3.15,0.25,0.65,0.12,0.01,0.13,5
1.52,4.72,0.1311,0.55,0.66,5.64,7.97,0.92,25.67,0.78,0.81,17.93,2.99,0.27,0.75,0.11,0,0.11,5
1.47,4.43,0.163,0.53,0.65,4.62,6.53,0.91,21.34,0.76,0.83,12.5,2.5,0.28,0.67,0.19,0,0.19,5
1.35,4.07,0.0565,0.5,0.43,5.34,7.55,0.85,16.81,0.52,0.57,16.49,2.87,0.18,0.43,0.1,0.02,0.12,5
1.54,4.72,0.1441,0.53,0.66,5.42,7.66,0.92,25.08,0.79,0.9,16.2,2.85,0.25,0.72,0.14,0,0.14,5
1.5,4.47,0.0839,0.45,0.54,5.22,7.39,0.88,19.29,0.71,0.74,17.06,2.92,0.27,0.65,0.11,0,0.11,5
1.5,4.65,0.0952,0.54,0.54,5.3,7.5,0.88,19.38,0.68,0.65,14.24,2.67,0.21,0.65,0.11,0.01,0.12,5
1.43,4.34,0.0656,0.45,0.26,5.24,7.41,0.8,14.44,0.4,0.39,20.18,3.18,0.14,0.44,0.08,0.02,0.1,5
1.55,4.67,0.1032,0.58,0.61,5.36,7.57,0.9,22.32,0.73,0.74,12.57,2.51,0.19,0.73,0.16,0.02,0.18,5
1.47,4.43,0.1044,0.53,0.54,6.95,9.83,0.89,23.84,0.74,0.64,26.27,3.62,0.24,0.81,0.14,0.02,0.16,5
1.45,4.43,0.1304,0.54,0.58,5.22,7.38,0.89,20.81,0.7,0.74,14.81,2.72,0.23,0.71,0.13,0,0.13,5
1.59,4.58,0.1739,0.56,0.66,5.81,8.22,0.92,26.75,0.79,0.86,16.41,2.86,0.22,0.73,0.16,0.01,0.17,5
1.49,4.42,0.1648,0.52,0.64,4.6,6.5,0.9,20.96,0.74,0.83,12.5,2.5,0.28,0.65,0.15,0,0.15,5
1.47,4.51,0.1043,0.53,0.51,7.67,10.84,0.89,23.97,0.73,0.62,29.92,3.87,0.2,0.74,0.19,0.03,0.22,5
1.43,4.2,0.0495,0.5,0.52,6.63,9.38,0.89,22.34,0.73,0.7,22.26,3.34,0.2,0.71,0.14,0.02,0.16,5
1.45,4.22,0.1062,0.45,0.39,5.77,8.16,0.85,17.09,0.52,0.55,17.66,2.97,0.16,0.49,0.06,0,0.06,5
1.41,4.3,0.1579,0.55,0.64,5.17,7.31,0.91,22.91,0.77,0.79,11.84,2.43,0.21,0.78,0.15,0,0.15,5
1.41,4.34,0.2,0.49,0.64,4.53,6.4,0.9,20.64,0.76,0.94,14.06,2.65,0.31,0.61,0.16,0,0.16,5
1.56,4.62,0.1387,0.56,0.6,5.37,7.59,0.9,21.9,0.72,0.67,10.67,2.31,0.18,0.7,0.12,0.02,0.15,5
1.51,4.49,0.2,0.56,0.66,4.85,6.86,0.91,23.12,0.83,0.95,18.05,3,0.32,0.75,0.15,0.02,0.17,5
1.56,4.76,0.1569,0.58,0.69,5.19,7.34,0.92,26.18,0.83,0.86,10.29,2.27,0.18,0.8,0.2,0.02,0.22,5
1.5,4.44,0.0894,0.58,0.6,6.74,9.54,0.91,25.93,0.69,0.75,22.5,3.35,0.2,0.67,0.13,0.03,0.16,5
1.35,4.06,0.1065,0.53,0.44,5.81,8.22,0.86,18.11,0.58,0.54,17.85,2.99,0.18,0.56,0.08,0.01,0.09,5
1.36,4.19,0.0511,0.5,0.48,7.85,11.1,0.88,23.27,0.7,0.63,47.74,4.89,0.28,0.69,0.11,0.04,0.15,5
1.51,4.54,0.1036,0.49,0.44,5.36,7.58,0.86,17.23,0.6,0.62,17.42,2.95,0.2,0.54,0.1,0.01,0.11,5
1.56,4.66,0.1353,0.54,0.57,5.59,7.91,0.89,21.52,0.69,0.75,13.5,2.6,0.18,0.65,0.13,0,0.13,5
1.45,4.37,0.2198,0.52,0.66,4.71,6.67,0.91,22.54,0.77,0.88,13.24,2.57,0.28,0.65,0.21,0,0.21,5
1.39,4.27,0.16,0.54,0.66,6.13,8.67,0.92,27.65,0.8,0.79,17.29,2.94,0.24,0.81,0.13,0.01,0.14,5
1.42,4.41,0.1207,0.53,0.58,7.29,10.31,0.91,26.46,0.76,0.77,33.96,4.12,0.27,0.7,0.16,0.02,0.18,5
1.54,4.67,0.0872,0.57,0.48,4.57,6.47,0.86,16.02,0.56,0.58,10.45,2.29,0.17,0.51,0.1,0.01,0.11,5
1.46,4.39,0.0524,0.44,0.42,5.25,7.43,0.85,16.55,0.57,0.6,16.2,2.85,0.2,0.53,0.12,0,0.12,5
1.39,4.21,0.0691,0.51,0.48,6.92,9.78,0.88,21.46,0.68,0.7,39.62,4.45,0.27,0.67,0.12,0.03,0.15,5
1.47,4.42,0.1,0.54,0.56,5.6,7.92,0.89,21.03,0.69,0.81,20.16,3.18,0.23,0.65,0.11,0,0.11,5
1.44,4.46,0.1097,0.53,0.57,6.65,9.4,0.9,24.27,0.69,0.68,17.79,2.98,0.18,0.67,0.14,0.02,0.16,5
1.43,4.12,0.1316,0.5,0.42,5.31,7.51,0.85,16.68,0.58,0.61,20.17,3.18,0.21,0.53,0.09,0.01,0.1,5
1.46,4.27,0.15,0.58,0.66,5.08,7.18,0.91,23.88,0.79,0.83,15.7,2.8,0.28,0.77,0.18,0.01,0.19,5
1.25,4.05,0.0409,0.51,0.37,9.59,13.56,0.86,22.62,0.56,0.58,68.1,5.84,0.17,0.54,0.11,0.01,0.12,5
1.38,4.26,0.0887,0.51,0.49,6.5,9.2,0.88,20.82,0.66,0.65,25.35,3.56,0.22,0.7,0.13,0.05,0.18,5
1.5,4.49,0.1343,0.56,0.64,5.52,7.81,0.91,24.14,0.76,0.77,15.38,2.77,0.24,0.77,0.14,0,0.14,5
1.38,4.29,0.125,0.54,0.67,5.01,7.09,0.92,24.11,0.82,0.95,17.05,2.92,0.3,0.71,0.18,0,0.18,5
1.54,4.53,0.0994,0.48,0.48,5.07,7.17,0.86,17.29,0.57,0.59,11.28,2.38,0.18,0.55,0.12,0,0.12,5
1.39,4.28,0.0362,0.54,0.48,6.77,9.57,0.88,21.2,0.62,0.62,33.52,4.09,0.25,0.57,0.12,0.05,0.16,5
1.42,4.36,0.2159,0.52,0.49,5.71,8.08,0.87,19.25,0.64,0.78,24.02,3.47,0.22,0.59,0.09,0.01,0.09,5
1.43,4.31,0.0921,0.51,0.49,7.19,10.16,0.88,22.45,0.68,0.72,37.96,4.36,0.24,0.62,0.14,0.02,0.16,5
1.45,4.45,0.2188,0.57,0.56,5.31,7.52,0.89,20.38,0.71,0.78,16.33,2.86,0.21,0.66,0.17,0.01,0.18,5
1.38,4.24,0.0338,0.55,0.42,6.86,9.7,0.86,19.65,0.56,0.71,58.88,5.43,0.28,0.41,0.06,0.02,0.08,5
1.54,4.51,0.1407,0.54,0.65,5.72,8.08,0.92,25.84,0.82,0.79,17.29,2.94,0.27,0.81,0.19,0,0.19,5
