W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen, numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
310,16,42,35,19,13,10,1,37,19.375,16.3158,8.8571,2.1875,2.2105,1.8421,0.3714,0.6842,1.1875,0.5263,0.0526,0.0286,1.9474,1.0571,7.56,2.5,1.56,1.76,1.5,1,1.4,4.26,0.1366,0.43,0.39,4.93,6.98,0.84,15.38,0.54,0.5,9.5,2.18,0.14,0.53,0.1,0,0.1,5
98,6,16,9,6,4,4,1,12,16.3333,16.3333,10.8889,1.5,2.6667,1.5,0.4444,0.6667,1,0.6667,0.1667,0.1111,2,1.3333,4.33,2.5,1.33,1.88,1.93,1,1.41,4.25,0.1758,0.51,0.63,4.48,6.34,0.9,19.93,0.75,0.88,12.25,2.47,0.27,0.68,0.15,0,0.15,5
400,24,66,50,28,22,14,9,42,16.6667,14.2857,8,2.0833,2.3571,1.7857,0.44,0.7857,1.1667,0.5,0.3214,0.18,1.5,0.84,5.5,2.75,1.38,1.73,1.71,1,1.4,4.2,0.0945,0.53,0.48,6.79,9.6,0.88,21.11,0.64,0.63,30.78,3.92,0.23,0.61,0.12,0.03,0.15,5
88,5,14,7,5,3,3,1,9,17.6,17.6,12.5714,1.4,2.8,1.4,0.4286,0.6,1,0.6,0.2,0.1429,1.8,1.2857,4.4,2.2,1.8,1.86,1.91,1,1.41,4.13,0.1928,0.51,0.66,4.5,6.36,0.91,21.61,0.79,0.93,12.07,2.46,0.28,0.67,0.21,0,0.21,5
355,23,65,39,24,16,9,8,25,15.4348,14.7917,9.1026,1.6957,2.7083,1.625,0.4103,0.6667,1.0435,0.375,0.3333,0.2051,1.0417,0.641,4.88,2.75,0.96,1.66,1.82,1,1.45,4.48,0.0663,0.52,0.54,7.33,10.36,0.9,24.57,0.72,0.73,37.16,4.31,0.27,0.73,0.12,0.03,0.15,5
449,26,60,42,28,14,9,7,49,17.2692,16.0357,10.6905,1.6154,2.1429,1.5,0.3333,0.5,1.0769,0.3214,0.25,0.1667,1.75,1.1667,5.81,2.12,2.08,1.77,1.69,1,1.35,3.87,0.0912,0.47,0.38,5.73,8.11,0.84,16.85,0.53,0.6,23.4,3.42,0.18,0.47,0.12,0.01,0.13,5
94,6,15,9,6,4,4,1,10,15.6667,15.6667,10.4444,1.5,2.5,1.5,0.4444,0.6667,1,0.6667,0.1667,0.1111,1.6667,1.1111,4,2.33,1.17,1.92,2.07,1,1.45,4.41,0.1477,0.51,0.64,4.5,6.36,0.9,20.66,0.76,0.88,12.25,2.47,0.28,0.65,0.18,0,0.18,5
268,13,39,23,13,9,6,8,27,20.6154,20.6154,11.6522,1.7692,3,1.7692,0.3913,0.6923,1,0.4615,0.6154,0.3478,2.0769,1.1739,6.85,3.31,1.77,1.67,1.88,1,1.48,4.6,0.1111,0.53,0.56,6.56,9.28,0.9,23.43,0.71,0.74,27.38,3.7,0.25,0.71,0.1,0.01,0.11,5
93,6,16,9,6,4,4,1,9,15.5,15.5,10.3333,1.5,2.6667,1.5,0.4444,0.6667,1,0.6667,0.1667,0.1111,1.5,1,4.17,2.5,1.17,1.84,1.93,1,1.4,4.22,0.1609,0.49,0.65,4.52,6.4,0.91,21.06,0.77,0.93,13.07,2.56,0.29,0.65,0.17,0,0.17,5
426,32,75,58,36,24,17,15,39,13.3125,11.8333,7.3448,1.8125,2.0833,1.6111,0.4138,0.6667,1.125,0.4722,0.4167,0.2586,1.0833,0.6724,4.34,2.16,1.06,1.63,1.7,1,1.41,4.33,0.0476,0.55,0.48,7.06,9.98,0.88,21.84,0.64,0.7,44.1,4.7,0.27,0.55,0.08,0.02,0.1,5
93,6,17,9,6,4,4,1,9,15.5,15.5,10.3333,1.5,2.8333,1.5,0.4444,0.6667,1,0.6667,0.1667,0.1111,1.5,1,4,2.5,1.17,1.83,2,1,1.41,4.31,0.1494,0.53,0.63,4.38,6.19,0.9,19.6,0.76,0.89,14.22,2.67,0.31,0.65,0.16,0,0.16,5
136,7,19,11,6,4,3,3,15,19.4286,22.6667,12.3636,1.5714,3.1667,1.8333,0.3636,0.6667,0.8571,0.5,0.5,0.2727,2.5,1.3636,4.71,2.29,1.71,1.94,1.88,1,1.51,4.5,0.1416,0.54,0.62,5.14,7.26,0.9,22.02,0.72,0.78,10.89,2.33,0.19,0.67,0.12,0,0.12,5
141,12,22,13,12,4,4,4,19,11.75,11.75,10.8462,1.0833,1.8333,1.0833,0.3077,0.3333,1,0.3333,0.3333,0.3077,1.5833,1.4615,3.83,1.75,1.42,1.63,1.67,1,1.52,4.52,0.1508,0.52,0.61,5.29,7.49,0.9,22.06,0.77,0.81,16.96,2.91,0.27,0.7,0.15,0.03,0.18,5
143,9,18,12,8,5,3,4,18,15.8889,17.875,11.9167,1.3333,2.25,1.5,0.4167,0.625,0.8889,0.375,0.5,0.3333,2.25,1.5,3.89,2,1.44,2,1.72,1,1.47,4.41,0.126,0.54,0.6,5.09,7.2,0.9,20.84,0.73,0.83,12.5,2.5,0.19,0.68,0.14,0,0.14,5
149,11,23,11,11,3,3,3,15,13.5455,13.5455,13.5455,1,2.0909,1,0.2727,0.2727,1,0.2727,0.2727,0.2727,1.3636,1.3636,4.09,1.91,1.27,1.89,1.71,1,1.43,4.4,0.1111,0.52,0.65,5.72,8.08,0.92,25.84,0.78,0.91,19.17,3.1,0.27,0.72,0.13,0.04,0.16,5
289,17,40,28,22,9,11,3,37,17,13.1364,10.3214,1.6471,1.8182,1.2727,0.3214,0.4091,1.2941,0.5,0.1364,0.1071,1.6818,1.3214,5.65,2.41,1.88,1.98,1.59,1,1.5,4.42,0.0591,0.46,0.41,4.93,6.97,0.84,15.58,0.55,0.68,16.89,2.91,0.18,0.48,0.12,0.01,0.14,5
231,15,34,23,18,7,8,7,20,15.4,12.8333,10.0435,1.5333,1.8889,1.2778,0.3043,0.3889,1.2,0.4444,0.3889,0.3043,1.1111,0.8696,5.27,2.53,1.27,1.75,1.53,1,1.4,4.42,0.0957,0.55,0.6,6.46,9.13,0.91,24.99,0.8,0.83,29.17,3.82,0.27,0.78,0.16,0.01,0.16,5
153,9,26,13,9,6,5,3,20,17,17,11.7692,1.4444,2.8889,1.4444,0.4615,0.6667,1,0.5556,0.3333,0.2308,2.2222,1.5385,4.33,2.44,1.11,2.23,1.68,1,1.57,4.67,0.1417,0.56,0.63,5.51,7.79,0.91,23.57,0.74,0.84,17.64,2.97,0.24,0.65,0.11,0.01,0.13,5
97,5,17,9,4,6,4,2,11,19.4,24.25,10.7778,1.8,4.25,2.25,0.6667,1.5,0.8,1,0.5,0.2222,2.75,1.2222,5.4,2.8,1.6,1.78,2.07,1,1.45,4.46,0.1398,0.52,0.63,4.5,6.37,0.9,20.27,0.75,0.81,10.56,2.3,0.25,0.69,0.17,0,0.17,5
234,10,29,19,11,10,6,2,23,23.4,21.2727,12.3158,1.9,2.6364,1.7273,0.5263,0.9091,1.1,0.5455,0.1818,0.1053,2.0909,1.2105,9.4,2.8,2.1,1.73,1.57,1,1.43,4.31,0.2291,0.44,0.47,5.14,7.26,0.86,17.18,0.64,0.7,14.7,2.71,0.2,0.6,0.12,0,0.12,5
245,13,40,19,14,6,4,2,28,18.8462,17.5,12.8947,1.4615,2.8571,1.3571,0.3158,0.4286,1.0769,0.2857,0.1429,0.1053,2,1.4737,5.27,2.4,0.8,1.94,1.67,1,1.39,4.14,0.1566,0.44,0.48,5.29,7.47,0.87,17.78,0.63,0.62,12.97,2.55,0.19,0.63,0.15,0,0.15,5
134,8,19,10,7,4,4,4,13,16.75,19.1429,13.4,1.25,2.7143,1.4286,0.4,0.5714,0.875,0.5714,0.5714,0.4,1.8571,1.3,4.63,2.5,1.38,1.78,2.2,1,1.42,4.35,0.152,0.51,0.62,5.12,7.24,0.9,21.76,0.8,0.83,15.7,2.8,0.27,0.77,0.14,0,0.14,5
423,26,73,49,28,23,16,9,46,16.2692,15.1071,8.6327,1.8846,2.6071,1.75,0.4694,0.8214,1.0769,0.5714,0.3214,0.1837,1.6429,0.9388,5.12,2.5,1.12,1.71,1.91,1,1.38,4.26,0.0795,0.51,0.53,7.79,11.01,0.89,24.97,0.74,0.66,36.45,4.27,0.25,0.75,0.13,0.02,0.15,5
43,1,4,4,2,2,2,2,5,43,21.5,10.75,4,2,2,0.5,1,2,1,1,0.5,2.5,1.25,14.38,6.13,5,1.94,1.84,1,1.51,4.53,0.1118,0.53,0.5,6.58,9.3,0.88,21.32,0.65,0.66,28.9,3.8,0.24,0.62,0.13,0.02,0.15,5
210,10,25,16,12,6,7,2,28,21,17.5,13.125,1.6,2.0833,1.3333,0.375,0.5,1.2,0.5833,0.1667,0.125,2.3333,1.75,7.1,2.5,3,1.82,1.6,1,1.46,4.37,0.0842,0.5,0.52,5.39,7.62,0.88,19.11,0.71,0.87,22.53,3.36,0.24,0.62,0.1,0.01,0.11,5
105,8,17,10,8,3,3,1,11,13.125,13.125,10.5,1.25,2.125,1.25,0.3,0.375,1,0.375,0.125,0.1,1.375,1.1,3.5,2.25,1.25,1.96,1.67,1,1.45,4.39,0.1753,0.56,0.68,5.01,7.09,0.92,24.68,0.84,0.94,15.06,2.74,0.26,0.79,0.15,0,0.15,5
94,6,17,9,6,4,4,1,9,15.6667,15.6667,10.4444,1.5,2.8333,1.5,0.4444,0.6667,1,0.6667,0.1667,0.1111,1.5,1,4.17,2.33,1.17,1.84,2.14,1,1.44,4.41,0.1477,0.53,0.64,4.5,6.36,0.9,20.66,0.77,0.89,14.22,2.67,0.31,0.67,0.15,0,0.15,5
220,11,36,26,16,12,8,3,22,20,13.75,8.4615,2.3636,2.25,1.625,0.4615,0.75,1.4545,0.5,0.1875,0.1154,1.375,0.8462,6.82,2.82,1.45,1.71,1.94,1,1.46,4.36,0.0824,0.47,0.56,5.93,8.39,0.89,22.07,0.72,0.66,16.45,2.87,0.24,0.76,0.17,0.03,0.2,5
779,50,133,97,61,34,34,19,68,15.58,12.7705,8.0309,1.94,2.1803,1.5902,0.3505,0.5574,1.22,0.5574,0.3115,0.1959,1.1148,0.701,5.47,2.76,1.25,1.56,1.5,1,1.34,4.18,0.0683,0.49,0.42,8.5,12.03,0.87,22.66,0.63,0.63,64.22,5.67,0.26,0.61,0.08,0.02,0.1,5
1751,123,311,250,128,119,59,34,147,14.2358,13.6797,7.004,2.0325,2.4297,1.9531,0.476,0.9297,1.0407,0.4609,0.2656,0.136,1.1484,0.588,5,2.46,1.2,1.45,1.81,1,1.37,4.2,0.0341,0.5,0.23,6.93,9.8,0.8,16.65,0.35,0.35,46.8,4.84,0.15,0.31,0.06,0.02,0.08,5
144,9,22,11,8,4,4,4,12,16,18,13.0909,1.2222,2.75,1.375,0.3636,0.5,0.8889,0.5,0.5,0.3636,1.5,1.0909,5.11,3.22,1.22,1.61,1.55,1,1.48,4.68,0.1615,0.57,0.67,5.75,8.14,0.92,26.97,0.78,0.86,20.57,3.21,0.28,0.73,0.13,0,0.13,5
200,11,28,17,11,5,4,3,20,18.1818,18.1818,11.7647,1.5455,2.5455,1.5455,0.2941,0.4545,1,0.3636,0.2727,0.1765,1.8182,1.1765,6.1,2.7,1.4,2.3,1.63,1,1.45,4.32,0.0949,0.5,0.56,5.59,7.9,0.89,20.89,0.66,0.71,15.61,2.79,0.22,0.61,0.09,0.02,0.11,5
105,7,13,7,6,3,3,4,11,15,17.5,15,1,2.1667,1.1667,0.4286,0.5,0.8571,0.5,0.6667,0.5714,1.8333,1.5714,4.29,2.43,1.43,1.77,1.59,1,1.48,4.49,0.2083,0.57,0.66,4.88,6.9,0.91,23.05,0.81,0.88,13.24,2.57,0.24,0.75,0.16,0.02,0.18,5
222,10,41,17,10,6,5,3,25,22.2,22.2,13.0588,1.7,4.1,1.7,0.3529,0.6,1,0.5,0.3,0.1765,2.5,1.4706,8.2,2.8,1.9,1.54,1.75,1,1.34,4.06,0.1104,0.47,0.51,5.3,7.5,0.87,18.56,0.65,0.69,16.46,2.87,0.23,0.66,0.09,0,0.09,5
349,22,52,39,24,12,10,4,32,15.8636,14.5417,8.9487,1.7727,2.1667,1.625,0.3077,0.5,1.0909,0.4167,0.1667,0.1026,1.3333,0.8205,5,2.36,1.27,1.75,1.71,1,1.41,4.17,0.0924,0.45,0.43,5.84,8.26,0.86,18.09,0.59,0.53,15.29,2.77,0.18,0.55,0.13,0.01,0.14,5
351,18,52,34,25,12,14,8,32,19.5,14.04,10.3235,1.8889,2.08,1.36,0.3529,0.48,1.3889,0.56,0.32,0.2353,1.28,0.9412,6.5,3.22,1.78,1.73,1.74,1.03,1.37,4.33,0.0781,0.52,0.54,7.17,10.14,0.89,24.16,0.76,0.69,32.49,4.03,0.25,0.76,0.12,0.04,0.17,5
126,6,18,11,6,6,6,4,13,21,21,11.4545,1.8333,3,1.8333,0.5455,1,1,1,0.6667,0.3636,2.1667,1.1818,5.5,2.67,1.67,1.85,1.81,1,1.6,4.86,0.2051,0.57,0.7,5.64,7.98,0.93,28.85,0.86,0.95,17.05,2.92,0.24,0.83,0.15,0,0.15,5
248,12,33,24,17,6,6,2,28,20.6667,14.5882,10.3333,2,1.9412,1.4118,0.25,0.3529,1.4167,0.3529,0.1176,0.0833,1.6471,1.1667,5.53,2.2,1.27,1.99,1.52,1,1.44,4.34,0.1478,0.49,0.44,5.01,7.09,0.85,16.44,0.53,0.61,12.12,2.46,0.16,0.49,0.11,0.01,0.12,5
102,6,19,11,6,5,5,2,10,17,17,9.2727,1.8333,3.1667,1.8333,0.4545,0.8333,1,0.8333,0.3333,0.1818,1.6667,0.9091,4.67,3.17,1.17,1.75,1.89,1,1.48,4.51,0.1383,0.53,0.67,4.88,6.9,0.91,23.57,0.8,0.95,19.05,3.09,0.36,0.67,0.14,0.02,0.16,5
396,22,71,37,26,17,13,10,40,18,15.2308,10.7027,1.6818,2.7308,1.4231,0.4595,0.6538,1.1818,0.5,0.3846,0.2703,1.5385,1.0811,5.9,3.33,1.29,1.79,1.79,1,1.41,4.43,0.0543,0.5,0.5,7.05,9.98,0.88,22.29,0.71,0.76,42.38,4.6,0.28,0.68,0.14,0.02,0.16,5
150,10,22,14,10,5,5,4,17,15,15,10.7143,1.4,2.2,1.4,0.3571,0.5,1,0.5,0.4,0.2857,1.7,1.2143,4.2,2.2,1,1.76,1.86,1,1.55,4.6,0.0985,0.52,0.63,5.53,7.82,0.91,23.84,0.78,0.83,16.67,2.89,0.25,0.76,0.16,0,0.16,5
299,21,42,28,21,8,8,6,35,14.2381,14.2381,10.6786,1.3333,2,1.3333,0.2857,0.381,1,0.381,0.2857,0.2143,1.6667,1.25,4.67,2.14,1.52,1.86,1.62,1,1.4,4.42,0.0514,0.47,0.42,5.18,7.33,0.85,16.37,0.54,0.6,14.88,2.73,0.17,0.53,0.13,0.01,0.13,5
305,23,37,28,21,9,8,9,46,13.2609,14.5238,10.8929,1.2174,1.7619,1.3333,0.3214,0.4286,0.913,0.381,0.4286,0.3214,2.1905,1.6429,4.78,1.7,0.96,1.69,1.38,1,1.54,4.61,0.1034,0.51,0.49,6.21,8.78,0.88,20.21,0.62,0.57,13.22,2.57,0.14,0.65,0.13,0.01,0.15,5
427,25,73,51,30,19,13,10,44,17.08,14.2333,8.3725,2.04,2.4333,1.7,0.3725,0.6333,1.2,0.4333,0.3333,0.1961,1.4667,0.8627,6.28,3.04,1.4,1.66,1.64,1,1.38,4.39,0.0431,0.54,0.5,7.35,10.39,0.89,23.07,0.66,0.62,32.66,4.04,0.23,0.67,0.13,0.02,0.15,5
95,7,15,9,6,4,4,1,10,13.5714,15.8333,10.5556,1.2857,2.5,1.5,0.4444,0.6667,0.8571,0.6667,0.1667,0.1111,1.6667,1.1111,3.71,2,1,1.85,2,1,1.42,4.25,0.1429,0.51,0.66,4.62,6.53,0.91,21.8,0.78,0.94,14.06,2.65,0.3,0.67,0.16,0,0.16,5
492,36,68,49,34,17,13,16,52,13.6667,14.4706,10.0408,1.3611,2,1.4412,0.3469,0.5,0.9444,0.3824,0.4706,0.3265,1.5294,1.0612,3.76,1.84,1.14,1.81,1.75,1.02,1.43,4.33,0.0764,0.49,0.45,7.25,10.25,0.87,21.27,0.64,0.59,30.73,3.92,0.21,0.71,0.09,0.02,0.11,5
151,10,22,14,11,4,4,3,16,15.1,13.7273,10.7857,1.4,2,1.2727,0.2857,0.3636,1.1,0.3636,0.2727,0.2143,1.4545,1.1429,4.5,2.3,1.5,1.76,1.83,1.07,1.46,4.42,0.1168,0.55,0.62,5.53,7.82,0.91,23.56,0.78,0.81,16.96,2.91,0.24,0.74,0.12,0.02,0.14,5
128,9,18,12,10,4,4,3,11,14.2222,12.8,10.6667,1.3333,1.8,1.2,0.3333,0.4,1.1111,0.4,0.3,0.25,1.1,0.9167,4,2,1.33,1.86,1.78,1,1.44,4.33,0.1538,0.51,0.66,5.44,7.69,0.92,25.46,0.8,0.84,13.47,2.6,0.23,0.77,0.17,0,0.17,5
577,38,93,67,43,21,19,12,60,15.1842,13.4186,8.6119,1.7632,2.1628,1.5581,0.3134,0.4884,1.1316,0.4419,0.2791,0.1791,1.3953,0.8955,4.58,2.45,1.21,1.89,1.72,1,1.5,4.64,0.0793,0.53,0.48,8.2,11.6,0.88,23.85,0.65,0.65,46.25,4.81,0.22,0.65,0.15,0.01,0.16,5
220,17,31,23,18,5,5,4,31,12.9412,12.2222,9.5652,1.3529,1.7222,1.2778,0.2174,0.2778,1.0588,0.2778,0.2222,0.1739,1.7222,1.3478,3.5,1.67,1.39,1.84,1.6,1,1.47,4.37,0.0944,0.51,0.51,5.42,7.67,0.87,18.85,0.63,0.7,14.7,2.71,0.18,0.58,0.1,0,0.1,5
94,6,17,10,6,5,5,1,10,15.6667,15.6667,9.4,1.6667,2.8333,1.6667,0.5,0.8333,1,0.8333,0.1667,0.1,1.6667,1,4,2.5,1.17,1.96,2.07,1,1.42,4.34,0.1705,0.52,0.65,4.57,6.46,0.91,21.43,0.76,0.88,12.25,2.47,0.27,0.67,0.18,0,0.18,5
137,7,22,11,9,5,4,3,14,19.5714,15.2222,12.4545,1.5714,2.4444,1.2222,0.4545,0.5556,1.2857,0.4444,0.3333,0.2727,1.5556,1.2727,5.43,3.14,1.57,2,1.64,1,1.46,4.57,0.2913,0.58,0.6,5.06,7.16,0.9,21.02,0.71,0.75,15.75,2.81,0.26,0.72,0.13,0.01,0.15,5
1069,78,180,136,89,50,40,20,107,13.7051,12.0112,7.8603,1.7436,2.0225,1.5281,0.3676,0.5618,1.141,0.4494,0.2247,0.1471,1.2022,0.7868,5.04,2.29,1.11,1.68,1.42,1,1.26,4.07,0.0406,0.51,0.44,10.19,14.41,0.88,25.75,0.67,0.64,84.12,6.49,0.24,0.74,0.14,0.02,0.16,5
182,11,28,16,12,6,6,2,22,16.5455,15.1667,11.375,1.4545,2.3333,1.3333,0.375,0.5,1.0909,0.5,0.1667,0.125,1.8333,1.375,5.67,2.08,1.17,1.65,1.52,1,1.48,4.41,0.1024,0.44,0.58,5.5,7.78,0.89,21.38,0.71,0.72,12.96,2.55,0.23,0.68,0.11,0.03,0.14,5
176,13,31,21,14,9,9,4,19,13.5385,12.5714,8.381,1.6154,2.2143,1.5,0.4286,0.6429,1.0769,0.6429,0.2857,0.1905,1.3571,0.9048,4.08,2.38,0.92,1.83,1.58,1,1.45,4.45,0.0802,0.54,0.57,5.4,7.63,0.89,20.66,0.69,0.68,14.23,2.67,0.21,0.68,0.17,0.02,0.19,5
172,8,24,12,11,4,4,1,16,21.5,15.6364,14.3333,1.5,2.1818,1.0909,0.3333,0.3636,1.375,0.3636,0.0909,0.0833,1.4545,1.3333,8,3.75,2.88,1.52,1.7,1,1.5,4.47,0.1067,0.49,0.5,4.66,6.6,0.87,16.68,0.62,0.62,11.17,2.36,0.21,0.57,0.12,0,0.12,5
153,10,22,15,10,7,5,4,14,15.3,15.3,10.2,1.5,2.2,1.5,0.4667,0.7,1,0.5,0.4,0.2667,1.4,0.9333,4.4,2.3,1.2,1.7,2,1,1.36,4.22,0.1844,0.52,0.65,5.83,8.25,0.92,26.29,0.83,0.83,16.67,2.89,0.24,0.8,0.17,0.02,0.2,5
190,14,27,20,13,8,6,1,21,13.5714,14.6154,9.5,1.4286,2.0769,1.5385,0.4,0.6154,0.9286,0.4615,0.0769,0.05,1.6154,1.05,3.71,1.71,1.36,1.92,2,1,1.47,4.35,0.0941,0.52,0.56,5.51,7.79,0.89,20.62,0.74,0.87,23.52,3.43,0.27,0.68,0.09,0.01,0.1,5
153,11,26,13,7,7,4,1,17,13.9091,21.8571,11.7692,1.1818,3.7143,1.8571,0.5385,1,0.6364,0.5714,0.1429,0.0769,2.4286,1.3077,4.36,2.27,1.09,1.69,1.88,1,1.43,4.42,0.1079,0.55,0.61,5.42,7.66,0.9,22.57,0.78,0.76,16.69,2.89,0.25,0.76,0.14,0.03,0.17,5
291,15,36,30,18,11,7,5,41,19.4,16.1667,9.7,2,2,1.6667,0.3667,0.6111,1.2,0.3889,0.2778,0.1667,2.2778,1.3667,5.27,2.13,2.2,2.05,1.59,1,1.53,4.44,0.1401,0.51,0.44,5.42,7.66,0.86,17.36,0.56,0.63,15.16,2.75,0.16,0.5,0.09,0,0.09,5
352,20,42,35,23,12,13,20,46,17.6,15.3043,10.0571,1.75,1.8261,1.5217,0.3429,0.5217,1.15,0.5652,0.8696,0.5714,2,1.3143,6.82,1.91,1.59,1.55,1.38,1,1.36,4,0.1116,0.34,0.35,4.71,6.66,0.82,14.38,0.53,0.4,6.72,1.83,0.14,0.58,0.08,0.01,0.09,5
129,7,19,12,6,6,4,2,19,18.4286,21.5,10.75,1.7143,3.1667,2,0.5,1,0.8571,0.6667,0.3333,0.1667,3.1667,1.5833,5.14,2.57,2,1.92,1.94,1,1.39,4.08,0.1092,0.54,0.62,5.09,7.2,0.9,22.03,0.75,0.7,11.13,2.36,0.22,0.74,0.17,0,0.17,5
97,6,16,9,6,4,4,2,9,16.1667,16.1667,10.7778,1.5,2.6667,1.5,0.4444,0.6667,1,0.6667,0.3333,0.2222,1.5,1,4.67,2.83,1.17,1.71,1.82,1,1.43,4.41,0.1648,0.51,0.66,4.71,6.67,0.91,22.54,0.79,0.95,17.05,2.92,0.35,0.65,0.15,0,0.15,5
358,25,62,43,29,13,10,7,36,14.32,12.3448,8.3256,1.72,2.1379,1.4828,0.3023,0.4483,1.16,0.3448,0.2414,0.1628,1.2414,0.8372,4.27,2.19,1.19,1.81,1.89,1,1.36,4.21,0.0799,0.53,0.52,6.97,9.85,0.89,22.86,0.63,0.55,22.41,3.35,0.21,0.61,0.13,0.04,0.17,5
112,6,17,9,6,4,4,4,11,18.6667,18.6667,12.4444,1.5,2.8333,1.5,0.4444,0.6667,1,0.6667,0.6667,0.4444,1.8333,1.2222,4.5,2.67,1.33,1.93,1.88,1,1.4,4.33,0.1204,0.53,0.64,4.86,6.87,0.91,21.83,0.81,0.88,13.24,2.57,0.24,0.75,0.18,0,0.18,5
95,6,16,8,6,4,4,2,9,15.8333,15.8333,11.875,1.3333,2.6667,1.3333,0.5,0.6667,1,0.6667,0.3333,0.25,1.5,1.125,4,2.17,1.17,1.83,2,1,1.43,4.36,0.1573,0.52,0.66,4.62,6.53,0.91,21.8,0.78,0.94,15.06,2.74,0.31,0.67,0.16,0,0.16,5
107,6,19,10,7,4,4,2,9,17.8333,15.2857,10.7,1.6667,2.7143,1.4286,0.4,0.5714,1.1667,0.5714,0.2857,0.2,1.2857,0.9,4.83,2.83,1.33,1.79,1.88,1,1.38,4.33,0.1287,0.55,0.64,4.77,6.74,0.91,21.56,0.77,0.89,15.21,2.76,0.28,0.72,0.13,0,0.13,5
371,30,43,33,30,7,7,14,42,12.3667,12.3667,11.2424,1.1,1.4333,1.1,0.2121,0.2333,1,0.2333,0.4667,0.4242,1.4,1.2727,3.83,1.77,1.37,1.95,1.49,1,1.52,4.51,0.1155,0.52,0.55,7.66,10.84,0.9,25.76,0.76,0.75,37.31,4.32,0.25,0.74,0.13,0.03,0.17,5
246,20,42,26,19,8,7,6,21,12.3,12.9474,9.4615,1.3,2.2105,1.3684,0.3077,0.4211,0.95,0.3684,0.3158,0.2308,1.1053,0.8077,4,1.9,1.1,1.51,1.92,1,1.33,4.18,0.1043,0.5,0.56,6.31,8.92,0.9,23.12,0.75,0.71,22.76,3.37,0.26,0.76,0.1,0,0.1,5
382,24,66,46,27,20,11,14,29,15.9167,14.1481,8.3043,1.9167,2.4444,1.7037,0.4348,0.7407,1.125,0.4074,0.5185,0.3043,1.0741,0.6304,5.38,2.75,1.13,1.57,1.82,1,1.37,4.26,0.0476,0.54,0.48,6.73,9.52,0.88,21.18,0.65,0.74,45.38,4.76,0.29,0.53,0.07,0.02,0.09,5
106,6,15,8,5,4,4,4,12,17.6667,21.2,13.25,1.3333,3,1.6,0.5,0.8,0.8333,0.8,0.8,0.5,2.4,1.5,4,3,1.5,2.04,1.78,1,1.49,4.57,0.1354,0.57,0.65,4.85,6.86,0.91,22.64,0.75,0.81,13.76,2.62,0.27,0.69,0.16,0.02,0.17,5
360,25,51,34,25,12,10,14,41,14.4,14.4,10.5882,1.36,2.04,1.36,0.3529,0.48,1,0.4,0.56,0.4118,1.64,1.2059,4.72,2.2,1.48,1.58,1.69,1,1.53,4.52,0.0601,0.54,0.52,7.13,10.09,0.89,23.52,0.72,0.78,38.11,4.37,0.24,0.64,0.12,0.03,0.15,5
95,6,18,10,6,5,5,1,9,15.8333,15.8333,9.5,1.6667,3,1.6667,0.5,0.8333,1,0.8333,0.1667,0.1,1.5,0.9,4.33,2.5,1.17,1.73,2.13,1,1.38,4.22,0.1461,0.52,0.64,4.48,6.33,0.9,20.29,0.76,0.89,15.21,2.76,0.33,0.64,0.16,0,0.16,5
142,9,17,11,8,4,3,2,17,15.7778,17.75,12.9091,1.2222,2.125,1.375,0.3636,0.5,0.8889,0.375,0.25,0.1818,2.125,1.5455,4,1.67,1.67,2.08,1.73,1,1.58,4.56,0.1301,0.54,0.57,4.82,6.81,0.89,18.87,0.67,0.87,11.27,2.37,0.16,0.63,0.13,0,0.13,5
683,56,115,62,55,25,18,29,49,12.1964,12.4182,11.0161,1.1071,2.0909,1.1273,0.4032,0.4545,0.9821,0.3273,0.5273,0.4677,0.8909,0.7903,4.13,2.02,0.89,1.59,1.73,1,1.34,4.18,0.0872,0.5,0.45,8.43,11.92,0.88,23.24,0.66,0.62,53.21,5.16,0.24,0.7,0.09,0.04,0.13,5
151,8,23,11,8,5,4,1,20,18.875,18.875,13.7273,1.375,2.875,1.375,0.4545,0.625,1,0.5,0.125,0.0909,2.5,1.8182,5.38,3,2,1.91,1.63,1,1.48,4.4,0.0922,0.53,0.57,5.02,7.1,0.89,19.56,0.72,0.8,16,2.83,0.24,0.67,0.12,0.01,0.13,5
164,11,30,13,11,4,4,4,17,14.9091,14.9091,12.6154,1.1818,2.7273,1.1818,0.3077,0.3636,1,0.3636,0.3636,0.3077,1.5455,1.3077,4.36,2.82,0.91,1.73,1.77,1,1.47,4.46,0.1046,0.55,0.6,5.51,7.79,0.9,22.41,0.77,0.79,21.44,3.27,0.29,0.72,0.17,0,0.17,5
338,20,36,28,20,11,10,13,37,16.9,16.9,12.0714,1.4,1.8,1.4,0.3929,0.55,1,0.5,0.65,0.4643,1.85,1.3214,4.55,1.9,1.65,1.9,1.76,1,1.46,4.39,0.0734,0.46,0.42,5.61,7.94,0.85,17.3,0.57,0.61,16.57,2.88,0.16,0.5,0.13,0.01,0.14,5
